car,price,expirience,carAge,gender,ownershipType,vehicleClass,annualMileage,frequencyLevel
18,0.205,28,2.06,0,0,2,31.44,2
55,0.943,1,7.72,0,1,2,45.18,0
9,3.245,20,5.38,0,0,3,38.09,2
14,0.627,17,4.17,0,0,1,5.76,2
81,0.895,13,2.99,0,0,2,8.38,2
79,0.291,22,6.73,0,0,2,22.52,2
34,0.574,8,6.80,0,0,0,62.91,1
20,0.754,4,2.27,1,0,0,42.57,1
90,2.161,0,4.95,0,0,2,29.89,0
13,1.101,2,6.73,1,0,0,51.50,1
38,2.752,12,8.24,0,0,1,58.07,2
71,0.943,10,0.26,1,0,1,33.99,2
86,2.009,14,2.72,0,0,0,9.01,2
17,0.529,10,1.77,1,0,0,12.61,2
43,2.317,23,3.92,0,0,0,45.87,2
16,1.029,3,1.32,0,0,0,19.64,1
93,0.818,15,0.69,0,0,0,17.66,2
82,2.768,3,1.75,0,0,0,56.73,1
35,1.787,14,4.22,0,0,2,18.90,2
0,0.237,8,2.58,0,0,3,52.09,2
76,1.528,1,5.36,0,0,2,8.27,0
22,3.541,12,0.19,1,0,0,58.55,0
50,0.577,5,4.82,0,0,1,3.62,2
66,0.865,22,1.46,0,0,3,36.81,2
79,2.914,1,2.86,1,0,0,33.18,0
49,3.780,18,2.61,0,0,1,41.17,2
15,2.576,16,3.71,0,0,1,11.35,2
40,1.051,7,0.44,0,0,3,9.37,2
9,0.538,1,4.38,0,0,2,67.99,0
41,0.190,15,6.03,0,0,2,51.03,2
30,0.873,6,2.42,0,0,2,14.67,2
55,1.351,6,5.71,0,0,0,14.22,2
91,1.018,3,6.11,0,0,1,96.84,1
84,1.061,4,3.98,0,0,1,19.69,1
79,0.796,3,3.89,0,0,1,28.56,1
70,0.750,17,0.78,1,0,1,42.91,2
50,1.010,2,2.82,0,1,2,17.67,0
89,0.964,7,2.92,0,0,1,3.79,2
51,3.188,8,1.77,0,0,0,20.92,1
53,1.411,10,1.09,0,0,2,36.40,2
59,0.266,13,0.77,0,0,2,14.46,2
9,0.446,7,8.56,0,1,2,14.06,2
64,0.231,1,0.69,0,0,0,9.48,0
86,1.121,17,4.80,0,0,1,32.59,2
64,1.588,6,0.92,1,0,2,54.01,2
57,0.558,8,1.89,0,0,2,53.92,2
6,0.639,28,1.65,0,0,2,55.31,2
59,1.020,3,4.92,1,1,0,71.26,1
25,1.691,9,0.14,0,0,0,82.66,2
11,0.762,11,6.98,1,1,2,26.08,2
54,0.822,9,7.70,0,0,0,76.19,1
1,0.664,11,3.01,0,0,1,28.28,2
6,0.317,1,2.39,0,0,0,50.23,0
41,0.232,0,4.22,1,0,0,40.27,0
16,0.744,9,1.25,1,0,0,33.68,2
5,3.567,6,5.59,0,1,0,27.18,1
64,0.982,21,1.95,0,0,1,35.37,2
4,2.812,7,6.26,0,0,2,35.93,1
20,0.327,1,5.34,0,0,0,10.27,0
30,2.936,8,1.78,0,0,0,41.99,2
39,2.214,1,0.88,0,0,3,15.54,0
53,0.318,11,2.65,0,0,2,48.45,2
20,1.604,9,7.11,0,0,0,40.18,1
36,0.528,5,5.17,0,0,1,33.39,1
68,1.346,8,6.80,1,0,3,47.19,1
42,0.936,4,0.92,1,0,1,46.98,1
63,2.707,10,2.90,0,0,0,49.57,2
23,2.437,18,7.55,0,0,0,31.15,2
72,0.998,17,0.71,0,0,0,27.54,2
17,2.640,1,0.08,1,0,0,53.03,0
1,1.825,10,2.47,1,0,0,6.97,2
7,3.203,8,4.84,0,0,2,21.67,0
27,0.657,16,1.28,0,0,2,31.96,2
14,1.290,1,4.77,1,0,2,34.66,1
21,0.403,2,1.80,0,0,0,43.29,0
70,0.525,14,0.59,0,0,0,27.56,2
45,1.257,11,3.84,1,0,1,44.48,2
7,0.586,3,4.94,1,0,0,8.05,1
26,1.104,14,6.93,1,0,2,43.27,2
64,0.791,6,2.45,0,0,2,71.65,2
62,1.982,14,6.25,0,0,2,31.31,2
19,0.696,13,3.12,1,0,1,60.05,2
30,2.033,1,1.44,1,0,0,3.01,0
35,0.268,9,1.57,1,0,0,8.74,2
19,0.271,7,8.05,1,0,2,15.97,2
45,1.734,14,2.16,0,1,2,39.99,2
55,0.305,7,2.70,0,0,2,35.72,2
53,2.594,10,2.90,0,0,1,16.25,2
24,0.581,9,1.83,1,1,2,77.17,2
92,1.137,16,2.49,0,1,3,12.52,2
32,2.139,13,7.19,1,0,0,6.26,2
57,1.760,7,4.52,1,0,2,32.55,2
35,2.178,10,4.06,0,1,0,14.74,2
88,0.460,6,0.32,0,0,0,10.03,2
0,2.161,10,3.88,0,0,0,82.09,2
64,0.473,20,0.27,0,1,0,39.89,2
59,4.144,26,2.31,0,0,2,46.56,2
88,0.276,5,3.44,0,0,0,28.04,2
37,1.245,1,8.54,1,0,1,44.40,1
3,0.191,7,0.16,1,0,0,26.18,2
84,3.301,9,5.31,1,0,2,17.10,1
53,0.416,5,4.27,1,0,0,42.41,2
66,3.995,16,5.74,0,0,0,115.55,2
44,0.403,3,2.65,1,1,0,101.97,1
20,1.167,27,2.27,0,0,1,5.66,2
55,1.726,5,1.44,1,0,2,27.44,2
87,0.153,16,0.12,0,1,1,41.25,2
30,1.058,0,8.75,0,0,1,7.94,0
61,2.303,4,5.38,0,0,2,8.13,1
59,0.874,12,2.21,0,0,1,9.51,2
26,1.041,4,6.47,0,1,2,10.20,1
22,3.191,6,2.00,0,0,2,60.70,1
62,1.434,4,7.57,1,0,0,13.13,1
3,0.265,12,1.72,1,0,0,50.82,2
20,0.430,12,1.56,0,0,1,25.83,2
66,0.628,15,3.32,0,0,2,47.53,2
25,1.679,20,5.25,0,0,0,35.15,2
83,2.374,5,4.67,0,0,2,14.18,2
93,0.471,6,0.27,0,0,0,51.13,2
89,1.208,7,3.55,0,0,0,44.53,2
83,0.214,1,1.79,0,0,1,25.92,0
46,2.141,9,1.36,1,0,1,45.54,1
57,1.433,18,0.60,0,0,2,45.18,2
59,1.580,1,1.85,1,0,2,61.57,0
90,0.198,18,3.38,0,0,2,16.67,2
15,0.706,10,3.90,1,0,2,29.80,2
10,1.751,1,5.76,1,1,0,16.09,1
85,1.946,3,6.45,0,0,3,17.83,1
12,1.473,0,1.93,1,0,2,14.97,0
65,1.429,16,0.94,0,0,2,17.98,2
38,1.165,6,5.45,0,0,0,23.49,2
94,0.455,14,5.78,0,0,2,47.73,2
40,1.239,15,4.90,0,0,1,13.92,2
60,2.615,26,1.94,0,0,2,11.55,2
3,1.466,2,4.88,0,0,0,96.48,0
3,2.026,11,1.84,0,0,0,25.58,2
21,1.530,8,1.20,0,0,0,43.84,2
68,0.880,8,4.91,0,0,3,10.96,2
30,0.858,0,1.57,0,0,0,36.70,0
47,0.427,16,7.46,0,0,0,5.35,2
3,0.196,9,0.63,0,0,0,28.45,2
90,2.205,22,0.27,0,0,2,38.74,2
1,1.598,11,3.08,1,0,3,36.91,2
36,0.309,3,8.64,0,0,2,51.09,1
93,0.200,27,8.81,1,0,2,32.73,2
11,2.059,11,4.55,0,0,0,42.29,2
8,1.122,7,3.52,0,0,2,43.33,2
34,0.391,15,3.29,1,0,0,41.42,2
82,0.945,8,5.39,1,0,0,16.71,2
40,0.178,17,0.00,1,0,2,18.73,2
60,0.390,12,3.53,1,0,3,12.56,2
24,2.684,23,3.61,0,0,1,84.01,2
84,1.087,2,0.19,1,1,0,53.60,0
28,1.537,19,1.29,0,0,0,49.10,2
55,1.055,7,2.54,0,0,0,36.33,2
21,1.214,9,0.95,0,1,0,19.55,2
64,0.278,7,3.58,0,0,0,18.13,2
49,1.377,6,2.25,0,0,1,41.00,2
26,1.760,11,0.40,0,0,2,29.40,2
61,0.321,12,2.02,1,0,1,4.25,2
72,0.291,3,3.14,0,0,0,22.06,1
49,2.312,9,0.13,0,0,0,31.79,2
63,1.048,12,0.49,0,0,0,47.22,2
87,2.136,10,1.98,0,0,2,45.56,2
27,0.964,11,2.83,0,0,0,12.29,2
18,2.082,3,2.03,0,0,0,54.34,1
16,0.558,7,1.16,0,0,0,34.78,2
35,0.260,9,1.54,0,0,1,71.91,2
23,3.112,23,2.40,0,0,2,15.14,2
63,0.257,6,2.41,0,0,0,41.75,2
20,1.452,13,2.15,0,0,0,32.98,2
62,3.438,10,4.68,0,0,3,57.60,1
11,2.972,18,1.99,0,0,1,19.94,2
54,1.743,13,5.28,0,0,2,40.13,2
90,0.940,6,0.29,0,0,0,67.75,2
55,2.209,9,2.06,0,0,1,29.56,2
53,3.854,8,2.99,0,0,1,20.21,1
84,1.568,5,0.06,0,0,0,21.67,2
92,1.950,5,7.59,1,0,0,31.43,1
83,1.230,11,6.05,1,0,1,10.02,2
38,0.825,2,0.12,0,0,0,33.87,0
81,2.026,15,3.50,0,0,0,27.14,2
23,2.264,16,0.25,0,0,1,100.95,2
27,2.295,13,3.86,0,0,0,39.08,2
25,1.553,21,2.83,1,0,0,18.77,2
5,1.840,19,1.23,0,0,1,36.51,2
12,2.335,1,0.05,0,0,0,57.15,0
55,0.375,2,8.92,0,0,1,34.21,0
49,2.067,9,1.29,1,0,3,28.47,2
53,2.718,12,7.33,0,1,3,6.72,2
53,0.722,12,6.87,0,0,1,19.47,2
50,0.420,15,3.35,0,0,0,10.01,2
35,3.758,2,3.26,0,0,2,12.44,0
61,1.313,19,3.40,0,0,2,21.19,2
1,3.428,2,0.97,0,0,0,4.74,0
68,1.922,3,4.31,0,0,0,42.05,1
37,1.003,3,7.58,0,0,0,8.34,1
52,1.809,7,5.24,0,0,1,31.03,1
27,0.296,19,5.55,0,0,2,17.63,2
76,2.519,14,4.24,1,0,0,50.87,2
46,2.010,0,0.97,0,0,2,47.86,0
17,0.228,17,0.95,1,0,0,23.39,2
55,3.243,4,0.00,0,0,1,16.22,1
79,0.239,7,1.85,1,0,1,44.67,2
81,0.704,8,2.85,1,0,0,45.38,2
5,0.218,5,3.25,1,1,1,50.70,1
49,0.803,3,0.75,0,0,0,3.32,2
71,0.496,12,3.76,1,0,1,37.90,2
61,2.745,14,6.38,0,0,1,15.04,2
79,0.390,23,5.58,0,0,2,12.70,2
89,0.602,8,6.73,0,0,0,45.82,1
17,1.574,18,1.76,0,0,0,40.79,2
80,1.687,9,5.47,1,0,0,16.93,2
71,2.048,3,5.31,0,1,2,41.46,1
22,1.401,13,3.32,0,1,0,28.43,2
20,0.763,23,0.10,0,1,2,25.08,2
80,1.589,15,3.99,0,0,2,25.20,2
61,1.258,10,0.79,1,0,0,60.72,2
86,1.386,16,6.49,0,0,0,17.61,2
78,1.976,21,1.54,0,0,0,52.66,2
59,0.753,1,6.36,1,0,0,9.38,1
42,1.873,3,1.72,1,0,2,21.91,2
64,1.077,10,0.14,1,0,0,88.39,2
50,0.740,11,5.87,1,0,0,50.21,2
14,0.778,19,4.67,1,0,2,12.70,2
70,1.165,3,2.93,0,0,0,30.12,1
29,0.291,26,9.14,0,1,3,34.16,2
5,1.701,1,2.73,1,0,0,12.28,1
45,0.248,3,1.22,1,1,2,19.94,1
6,2.199,4,2.32,0,0,3,26.74,1
28,0.315,13,6.85,0,0,2,68.95,2
79,1.208,11,3.43,0,0,1,31.30,2
28,2.560,22,3.15,1,0,2,43.82,2
35,0.413,9,2.02,0,0,2,26.42,2
92,0.599,19,3.02,0,1,1,37.53,2
92,2.602,13,2.24,0,0,0,28.86,2
94,0.551,14,2.97,0,0,2,55.08,2
43,1.249,13,4.75,1,0,2,47.02,2
6,3.445,15,0.64,0,0,1,29.35,2
19,1.166,12,10.16,0,0,0,40.89,2
17,1.042,14,1.78,0,1,0,60.32,2
10,0.529,23,2.36,1,0,1,21.39,2
22,0.695,0,4.91,0,0,0,34.81,0
10,2.750,6,1.84,0,0,0,36.12,2
39,1.246,22,0.35,0,0,0,54.20,2
43,1.393,19,0.95,0,0,2,34.00,2
26,1.109,1,4.36,0,0,2,30.96,0
61,0.557,4,5.79,0,0,1,17.71,1
43,3.105,3,0.58,0,0,2,19.99,1
59,2.131,13,5.31,1,0,3,47.79,2
68,0.495,24,3.19,0,1,3,8.44,2
73,0.434,1,7.00,1,0,3,24.37,1
20,0.362,1,7.28,0,0,0,56.03,0
59,0.283,0,3.65,0,0,0,54.37,0
5,0.799,15,2.55,1,0,2,11.73,2
48,2.297,11,2.69,0,0,1,39.58,2
51,0.195,20,4.61,0,0,2,54.92,2
50,1.142,14,4.50,1,0,2,52.24,2
6,0.211,19,5.14,0,0,2,15.72,2
44,1.032,7,2.93,0,0,2,30.34,2
66,0.685,19,2.79,0,0,2,52.77,2
65,2.793,11,5.26,1,0,2,30.23,2
25,0.457,1,0.60,0,1,3,44.87,0
25,1.107,12,3.30,1,0,0,54.96,2
28,2.899,10,5.02,0,0,2,22.06,2
44,1.830,7,6.33,0,0,3,70.42,1
94,0.733,13,4.22,1,0,0,50.58,2
72,2.200,12,0.69,1,0,1,33.83,2
44,0.798,8,0.37,0,0,1,47.81,2
22,1.643,15,7.04,1,0,1,58.82,2
61,2.018,16,3.92,0,0,0,44.16,2
3,0.240,18,6.85,0,0,2,54.52,0
41,1.501,5,2.87,0,0,0,54.16,2
43,1.566,4,2.57,1,0,2,34.96,1
6,1.091,14,3.11,1,0,0,57.19,2
6,2.271,8,1.75,0,0,0,35.70,2
94,1.522,9,5.47,0,0,0,46.35,1
59,0.985,24,2.61,0,0,0,40.93,2
76,2.861,5,2.90,0,0,2,22.73,2
24,0.254,2,5.67,0,0,0,20.60,0
85,0.938,7,3.76,0,0,0,23.74,2
77,0.451,2,6.77,1,0,0,52.67,1
78,0.154,16,2.27,1,0,0,50.03,2
91,0.401,8,5.85,0,0,1,20.86,2
74,1.955,13,6.96,0,0,2,18.79,2
17,0.446,0,3.47,1,0,0,4.95,0
12,0.306,11,2.15,0,0,2,15.32,2
71,1.046,5,4.11,1,0,2,29.63,2
31,0.395,25,5.79,1,0,1,52.04,2
2,0.854,4,3.71,0,1,3,10.55,1
10,1.647,3,4.10,0,0,0,18.87,1
74,0.429,5,1.05,1,0,1,13.49,2
45,2.259,11,2.62,1,0,0,28.46,2
59,1.785,2,1.43,0,0,1,57.06,0
77,1.184,4,4.99,0,0,0,14.02,1
18,2.388,9,0.58,1,0,1,24.47,2
80,1.019,4,2.51,0,1,2,74.07,1
68,2.612,12,3.10,0,1,1,42.54,2
90,3.391,18,3.22,0,0,3,4.93,2
65,2.903,23,0.55,0,0,1,30.28,2
57,0.519,16,1.16,1,0,2,10.11,2
43,1.107,1,4.93,1,1,0,51.21,0
2,3.340,2,6.45,0,0,2,54.75,0
42,0.929,2,4.15,0,0,0,8.58,0
1,1.283,1,3.38,0,0,2,56.85,0
64,1.520,2,3.31,0,0,0,25.98,0
17,0.627,4,0.08,1,0,0,46.12,1
77,0.961,2,2.75,0,0,0,66.74,0
48,0.322,9,2.46,1,1,2,36.27,2
28,1.188,4,1.16,0,0,0,12.60,1
4,1.808,13,2.11,0,0,2,39.72,2
73,0.879,1,1.84,1,0,2,31.22,0
52,0.373,5,6.78,0,1,2,32.16,1
67,0.338,1,6.39,0,0,1,49.12,0
0,1.713,7,6.73,0,0,3,68.15,1
71,1.378,4,0.80,0,1,2,10.66,1
50,0.326,15,4.46,0,0,2,23.36,2
21,0.306,22,8.05,1,0,0,11.72,2
30,0.746,7,6.84,0,0,1,57.92,1
10,1.865,19,1.37,0,0,2,78.02,2
40,2.392,22,2.53,1,0,0,40.73,2
76,0.573,21,0.34,0,0,0,18.39,0
57,1.734,20,0.39,1,0,2,38.05,2
17,0.696,17,5.92,1,0,0,18.60,2
78,2.191,19,4.18,0,0,0,24.84,2
18,0.447,1,5.81,1,0,2,40.66,1
85,0.639,15,3.19,0,0,0,13.62,2
28,0.610,17,7.09,0,0,0,57.42,2
94,0.739,22,0.01,0,0,1,17.66,2
18,3.253,3,4.44,0,0,2,13.36,1
34,1.391,28,3.28,1,0,0,32.61,2
4,2.390,3,0.01,0,0,0,57.24,1
94,2.504,4,2.68,0,0,2,13.20,1
26,1.917,3,4.89,0,0,1,41.89,1
9,1.339,0,4.26,0,0,2,58.50,0
46,0.950,1,0.60,0,0,0,12.95,0
18,2.538,18,5.58,0,0,0,76.68,2
79,0.570,2,2.58,1,1,0,44.37,0
56,0.929,22,5.35,0,0,3,22.12,2
78,0.985,4,5.63,0,0,0,8.02,1
15,0.271,27,3.56,0,0,1,43.22,2
31,1.648,15,1.60,0,0,2,64.17,2
76,0.718,1,2.05,0,0,1,30.92,0
20,2.431,9,7.20,1,0,0,56.37,1
63,0.185,6,0.63,1,0,2,12.03,2
75,2.546,8,4.65,1,0,1,43.86,2
46,1.147,8,8.28,1,0,2,8.17,2
14,1.706,13,0.74,0,0,2,126.88,2
77,0.912,2,4.23,0,0,1,23.43,0
42,0.223,3,2.27,0,0,2,31.82,1
23,2.039,18,6.45,0,0,1,67.81,2
88,2.202,9,0.11,0,0,1,68.21,2
7,1.661,21,6.25,0,0,2,30.86,2
91,0.709,5,8.59,0,0,2,55.15,1
11,0.840,6,3.70,1,0,0,27.58,2
0,1.930,3,3.42,1,1,0,34.19,1
51,0.870,21,4.27,1,0,3,19.11,2
67,1.453,13,2.98,0,0,0,41.88,2
63,0.407,18,6.96,0,0,0,13.84,2
2,0.770,14,1.06,0,0,1,9.01,2
68,0.880,10,3.52,1,0,0,5.01,2
79,0.469,9,3.75,0,0,2,44.86,2
85,0.796,6,5.85,1,0,1,35.85,1
62,0.387,5,4.76,0,0,2,23.15,2
82,1.334,16,3.24,1,0,0,15.57,2
71,1.923,0,3.25,0,0,2,11.71,0
36,0.920,8,3.17,0,0,0,18.02,2
29,1.586,22,7.59,1,0,3,31.06,2
87,0.618,12,0.30,1,1,1,60.63,2
27,1.471,16,4.81,1,0,0,44.94,2
38,1.679,2,1.78,0,0,0,27.09,0
7,0.305,15,5.91,0,1,1,10.16,0
41,0.216,8,2.34,0,0,2,38.49,2
29,1.709,2,1.47,0,1,0,32.30,0
22,1.422,6,6.21,0,0,2,92.97,1
67,1.419,12,6.45,0,0,0,59.45,2
65,3.495,8,3.67,0,0,0,37.99,1
64,1.989,12,2.38,0,0,0,39.58,2
8,1.064,1,2.32,1,0,0,18.07,1
21,0.922,16,2.67,0,0,3,22.78,2
60,0.238,4,3.25,0,0,2,26.38,1
59,1.492,11,5.51,0,1,0,14.40,2
28,0.476,1,4.28,1,0,2,38.48,1
23,0.747,7,8.37,0,0,0,40.88,1
25,0.897,5,1.02,1,1,0,8.25,2
11,0.407,8,5.76,1,0,2,22.06,2
20,0.942,20,2.40,0,0,1,27.00,2
2,1.887,12,2.45,1,0,1,17.87,2
62,0.544,20,3.00,1,0,0,58.38,2
27,1.739,2,3.18,0,0,0,12.71,0
88,2.306,7,0.53,0,0,0,42.33,2
17,1.271,0,7.08,0,0,0,17.01,0
49,0.976,1,1.40,0,0,2,32.58,0
42,0.973,17,6.40,0,0,2,3.53,2
27,0.310,17,3.38,1,0,0,38.75,2
7,0.195,12,4.90,0,0,2,52.33,2
93,0.414,17,0.46,0,1,0,34.44,2
8,1.731,3,0.50,0,1,3,74.28,1
12,1.928,3,5.29,1,0,0,35.32,1
9,0.923,0,6.58,0,1,2,73.42,0
27,1.151,13,3.27,0,0,2,38.96,2
0,0.378,18,0.68,0,0,0,97.74,2
33,1.470,9,1.41,1,0,2,6.44,2
26,0.490,1,0.87,0,0,3,49.92,0
55,0.509,9,1.12,0,0,0,23.87,2
40,0.499,2,7.97,0,0,0,10.39,0
91,1.242,24,2.93,0,0,0,5.57,2
3,2.915,3,2.44,1,0,1,16.87,1
0,3.072,9,6.34,0,0,2,17.04,1
31,0.970,14,7.94,1,0,0,74.52,2
20,0.300,19,7.48,0,0,0,21.17,2
76,0.354,23,6.30,0,0,0,27.97,2
38,0.360,3,1.76,1,0,3,33.79,1
77,0.995,6,2.47,1,0,0,13.44,2
48,0.384,7,0.46,0,0,0,28.43,2
14,3.793,28,3.45,0,0,0,58.67,2
28,0.665,14,6.93,1,0,1,36.60,2
41,3.317,7,4.27,0,0,2,39.11,1
5,0.486,4,1.20,0,1,0,13.11,1
14,2.024,15,5.77,0,1,0,73.08,2
24,0.588,11,3.28,1,0,0,20.64,2
23,1.750,13,10.38,1,0,2,6.94,1
91,0.866,16,1.66,1,0,0,43.18,2
75,0.742,12,4.84,0,1,1,6.20,2
28,1.426,1,4.28,1,1,3,39.20,0
11,1.545,20,1.07,1,0,2,54.31,2
58,0.443,2,0.71,0,0,0,21.38,0
53,0.401,2,4.48,0,1,0,7.60,0
14,0.914,22,9.42,0,0,3,59.98,2
74,0.786,5,2.60,0,0,0,24.50,2
76,0.741,11,5.90,0,0,2,21.65,2
88,1.621,3,3.91,1,0,0,49.03,1
8,0.530,8,1.93,0,0,2,76.85,2
79,2.203,1,10.51,1,0,0,40.13,1
52,1.153,0,0.12,1,1,0,51.61,0
85,3.213,6,8.11,1,1,0,3.68,1
79,0.574,16,4.45,0,0,1,44.35,2
2,0.809,4,1.56,0,0,2,53.56,1
88,0.229,7,5.91,1,0,2,35.49,1
19,0.665,6,5.27,0,0,0,16.27,2
14,1.680,17,1.26,0,0,0,15.27,2
46,1.243,10,6.88,0,0,2,39.59,2
66,0.241,12,3.11,1,0,1,21.53,2
37,1.397,16,1.94,0,0,0,19.18,2
48,0.449,5,4.50,1,0,1,38.14,2
52,1.425,10,2.94,1,0,0,53.23,2
44,1.131,19,3.33,1,0,2,37.87,2
86,0.371,15,7.26,0,0,2,28.60,2
20,0.724,6,1.98,0,0,0,19.14,2
31,0.654,4,2.06,0,0,1,44.06,1
92,0.816,2,7.32,0,0,0,58.84,0
72,0.236,0,2.57,0,0,0,88.00,0
92,2.275,2,0.73,1,0,0,10.37,0
19,0.489,14,1.88,0,0,0,39.17,2
18,0.216,9,3.35,0,0,3,12.99,2
47,0.883,8,1.40,0,0,2,16.99,2
3,0.284,3,3.00,0,0,3,17.21,1
74,2.493,7,0.96,0,0,1,14.64,2
88,2.146,4,0.34,1,1,2,38.54,1
55,1.616,2,3.61,1,0,1,60.55,0
68,1.824,5,1.79,1,1,0,6.97,2
13,0.244,10,3.40,0,1,3,29.49,2
13,0.342,1,6.57,1,0,2,40.90,1
32,1.393,6,1.84,0,0,0,16.77,2
5,1.235,14,4.07,0,0,0,26.33,2
5,0.828,5,7.59,0,0,0,24.80,2
47,1.627,1,3.69,1,0,0,23.48,1
89,2.189,18,1.31,0,0,0,18.50,2
42,2.776,1,4.91,0,1,1,8.87,0
56,1.368,10,6.52,1,0,2,20.62,2
88,0.170,17,1.80,0,1,2,45.94,2
66,0.905,7,0.95,0,0,0,20.85,0
94,2.275,1,2.00,0,0,0,65.85,0
1,0.270,9,0.57,0,0,0,61.88,2
15,0.833,13,1.78,0,0,0,41.96,2
9,1.430,2,1.59,1,0,0,24.84,1
44,1.068,11,5.59,0,0,3,30.62,2
75,0.285,3,4.75,0,0,2,47.45,1
85,0.734,7,1.37,0,0,2,17.28,2
31,0.835,16,4.24,1,0,3,4.43,2
78,1.751,4,4.25,1,0,2,11.50,1
53,1.004,6,0.62,0,1,0,30.65,2
85,1.367,10,6.81,1,0,2,29.76,2
48,0.591,10,3.90,0,0,2,9.25,2
30,1.504,31,5.25,1,0,3,63.84,2
33,1.126,21,0.80,0,0,0,65.97,2
63,1.073,16,4.18,0,0,0,18.41,2
81,2.048,1,2.42,0,0,0,26.64,0
38,0.302,0,3.65,0,1,0,39.35,0
24,1.108,14,2.31,1,0,0,32.62,2
30,0.181,3,5.52,0,0,0,70.61,1
93,1.311,8,5.48,0,0,2,29.87,2
35,2.192,12,4.16,0,0,2,3.61,2
26,2.216,5,0.88,1,1,0,33.98,2
70,0.747,17,5.03,0,1,0,4.50,2
2,0.247,15,8.20,0,0,1,32.98,2
87,1.671,8,4.05,1,0,0,49.07,2
80,0.933,17,3.52,0,1,2,27.73,2
63,0.224,1,3.22,0,0,0,17.01,0
28,0.469,2,4.95,0,0,1,36.66,0
45,1.495,4,2.61,0,0,0,54.84,1
71,2.052,9,7.85,1,0,2,40.19,1
32,1.323,3,2.23,0,0,0,43.58,1
66,1.472,4,0.11,0,0,3,21.89,1
21,1.041,9,4.83,1,0,0,14.00,2
0,0.254,6,5.27,0,0,2,77.46,1
26,1.147,7,4.02,1,0,2,24.04,2
18,1.828,1,3.17,0,0,0,41.56,0
64,1.327,7,3.89,0,0,2,10.27,2
41,0.241,10,10.66,0,0,0,51.42,2
21,0.223,15,0.58,1,1,2,40.39,2
24,4.239,12,5.24,0,0,0,41.40,2
22,0.476,5,2.92,1,0,2,12.47,2
10,2.298,21,1.06,1,0,1,20.52,2
43,1.255,5,3.26,1,0,0,9.02,2
53,0.193,7,2.59,0,0,2,12.73,2
15,1.703,7,2.31,1,0,2,48.45,2
35,1.287,6,5.78,0,0,2,44.58,1
0,0.407,15,1.37,0,0,2,7.72,2
25,2.117,1,2.08,1,0,0,25.10,0
49,0.442,8,1.97,0,0,1,41.94,2
27,2.830,2,4.18,1,0,3,55.31,2
26,1.104,11,3.26,0,0,0,44.13,2
74,0.201,12,3.05,0,0,0,6.14,2
45,2.185,8,2.94,0,0,2,64.88,2
67,1.833,10,3.00,0,0,0,34.40,2
50,2.164,10,0.61,0,0,0,15.46,2
94,1.125,15,0.88,1,0,2,27.46,2
20,0.407,22,5.38,1,0,2,34.32,2
54,0.811,21,1.39,0,1,2,5.85,2
76,0.152,1,4.33,1,0,0,43.27,1
33,0.949,15,2.66,1,0,2,58.95,2
36,3.189,5,4.21,0,0,2,53.21,1
73,0.348,4,2.24,0,1,0,18.62,1
64,1.237,20,0.58,1,0,2,20.32,2
14,1.067,9,4.42,0,0,0,55.34,1
13,0.689,20,0.95,0,0,1,19.98,2
11,0.919,1,0.92,0,0,2,12.70,0
68,1.520,1,2.57,0,0,2,42.24,0
75,1.880,14,0.91,0,0,1,18.40,2
64,0.874,14,1.45,1,1,0,20.08,2
1,1.966,15,0.56,0,0,3,35.50,2
74,1.747,17,0.85,0,0,1,36.92,2
60,0.827,12,8.02,0,1,1,41.88,2
30,1.941,17,6.47,0,0,3,47.23,2
44,1.096,8,4.18,0,0,1,10.25,2
28,1.006,22,3.50,0,0,2,40.41,2
25,1.485,2,2.96,1,0,1,22.09,1
36,0.756,25,6.66,1,1,0,30.83,2
73,2.138,17,4.81,1,0,2,3.48,2
34,0.178,12,7.10,0,0,3,27.26,2
84,2.051,19,1.47,0,0,1,7.40,2
20,1.628,23,1.29,0,0,2,46.00,2
42,2.064,0,3.23,0,0,0,30.91,0
63,2.470,0,2.38,0,0,2,20.37,0
85,0.484,23,5.28,0,0,0,38.07,2
94,0.639,0,2.71,0,1,2,4.41,0
22,2.277,7,9.20,0,0,0,33.00,1
55,1.810,16,2.11,0,1,1,53.93,2
12,3.420,2,0.68,0,0,2,10.12,0
63,2.396,6,6.15,0,0,2,83.05,1
33,0.921,24,8.45,0,1,0,26.46,2
40,0.667,19,8.96,0,0,0,3.49,2
45,0.855,17,2.68,0,0,0,46.88,2
29,0.153,9,9.96,0,0,0,27.00,2
27,1.483,7,3.22,0,0,1,11.78,2
75,2.130,16,5.01,0,0,3,49.65,2
1,1.482,9,5.61,0,0,2,45.57,1
39,0.811,13,0.48,0,0,0,42.20,2
12,0.803,2,1.37,0,0,2,39.11,0
1,1.103,8,1.70,0,0,1,59.55,2
10,1.055,6,4.89,0,0,0,26.56,0
21,0.910,11,2.58,1,0,2,23.61,2
85,1.336,12,0.31,1,0,2,16.96,2
45,1.959,19,0.32,0,0,2,5.36,2
78,1.833,19,2.41,0,0,0,61.64,2
57,0.385,2,3.73,0,0,0,28.45,0
37,1.928,12,4.33,0,0,2,51.84,2
65,0.518,8,3.99,1,1,2,44.57,2
2,1.266,9,3.04,0,0,3,19.85,2
10,0.871,1,1.26,0,1,0,78.47,0
